gyarto;modell;gyartas_eve;szin;alvazszam;rendszam;uzemanyag;ajtok_szama;kormany_oldal;forgalomban
Chevrolet;Cavalier;2002;Teal;WBAYA8C51FD778490;DGF-027;elektromos;3;jobb;false
Ford;Probe;1994;Teal;5N1AA0NE2FN252622;EXZ-637;elektromos;3;jobb;true
BMW;7 Series;1997;Violet;WDDUG7JBXFA770835;CKP-488;dízel;5;bal;true
Cadillac;Escalade EXT;2005;Violet;WAUSH74F58N154658;BUA-971;benzin;5;bal;true
BMW;X5;2012;Pink;5N1AN0NU3FN687919;XOR-757;elektromos;5;bal;false
Maybach;62;2012;Violet;19UYA42613A124528;TSX-917;dízel;3;jobb;false
Mercedes-Benz;SL-Class;1985;Maroon;SCFAB42301K515049;KER-082;dízel;3;jobb;true
GMC;Savana 1500;2005;Puce;2B3CA4CD9AH461972;DCC-802;benzin;5;jobb;true
Lexus;IS F;2008;Indigo;5BZBF0AA5EN173697;JET-570;elektromos;5;jobb;false
Acura;Legend;1993;Indigo;2C3CDYAG0CH403802;JRK-150;elektromos;3;jobb;true
Mercury;Grand Marquis;1997;Maroon;JH4CL96837C103667;TBQ-251;dízel;3;bal;false
Mitsubishi;Galant;2002;Pink;19UYA42652A116754;CDU-344;benzin;3;bal;false
Lincoln;MKS;2012;Goldenrod;WVWGU7AN0CE860915;MUF-011;benzin;5;jobb;true
Pontiac;Safari;1988;Teal;WAUD2AFD8EN324963;QFD-424;benzin;5;jobb;false
Volkswagen;Golf;1996;Teal;1G6DG5E59C0282189;HAA-140;elektromos;3;bal;true
BMW;7 Series;2000;Mauv;3C3CFFHH8DT495053;KQE-986;dízel;3;bal;false
Porsche;911;2009;Puce;WA1CMAFP0FA679695;QAK-730;dízel;5;jobb;true
Chevrolet;TrailBlazer;2007;Violet;WA1WMAFEXDD726545;ZJD-771;benzin;3;bal;true
Volvo;C70;2008;Crimson;WBAEW53495P804180;SIY-462;elektromos;3;bal;true
Chevrolet;Astro;2004;Maroon;3VW467AT0CM032558;NLV-409;dízel;3;jobb;false
Dodge;Avenger;2012;Maroon;1HGCR2E59DA735385;LGC-129;elektromos;5;bal;false
Mitsubishi;Endeavor;2010;Turquoise;TRURD38J481732427;BNS-862;benzin;3;jobb;true
Ford;Excursion;2005;Red;JTEBU5JR2E5580574;OZM-530;benzin;3;jobb;false
Hummer;H2 SUT;2006;Khaki;1FMEU7EE5AU768437;AAO-611;dízel;3;bal;false
GMC;Envoy;1999;Violet;WAUKFAFL3BA712690;ATZ-445;benzin;5;jobb;true
Honda;Insight;2002;Khaki;5GAKVBED9BJ120038;AFY-245;dízel;5;jobb;true
GMC;Sierra 2500;2006;Blue;1N6AF0KX7FN445289;QYI-890;dízel;3;jobb;true
BMW;X5;2006;Puce;4USBU53566L885419;FMK-505;elektromos;3;bal;false
Cadillac;CTS;2012;Blue;1G6YV36A795106826;SJY-482;benzin;5;jobb;false
Nissan;300ZX;1995;Orange;WAUVC68E73A950450;JLC-325;benzin;3;jobb;true
Volkswagen;Jetta;1998;Khaki;WA1LGBFE2BD075179;FPF-709;benzin;3;jobb;true
Mercedes-Benz;C-Class;1993;Yellow;WBADW3C59DJ134902;OYG-934;benzin;5;bal;false
Pontiac;Grand Prix;2001;Violet;YV4952CT8D1439342;UIK-206;dízel;5;bal;false
Suzuki;Esteem;1999;Red;WA1AY94L67D172245;AOM-602;elektromos;5;bal;true
Kia;Sorento;2003;Goldenrod;1G6DN57U770965993;PME-378;benzin;3;bal;false
Volkswagen;GTI;2010;Mauv;WBAXG5C58CC664898;MCL-652;elektromos;5;bal;true
Oldsmobile;Cutlass Supreme;1994;Turquoise;WUAGNAFG8CN260814;WCV-272;dízel;5;jobb;true
Ford;Taurus;2009;Goldenrod;WBAWC7C51AE439971;JNG-455;elektromos;5;jobb;false
Mercedes-Benz;300CE;1992;Maroon;WVWAP7AN8EE968263;GHR-717;dízel;5;bal;true
BMW;X6 M;2013;Pink;3FAHP0GA7AR421394;EQB-256;elektromos;3;bal;true
Chevrolet;Express 1500;2004;Indigo;WA1WMAFE8DD588357;WAR-828;dízel;5;bal;false
Ford;F250;2003;Puce;WAUKF78E76A934334;VSQ-857;benzin;3;bal;false
Ford;LTD;1986;Fuscia;1G6KD579X9U011756;OLU-448;dízel;5;jobb;true
Maybach;57;2011;Purple;WAUPN94EX8N050393;NTY-586;benzin;3;jobb;false
Honda;Odyssey;1997;Turquoise;1C4PJLAK2CW465149;ORG-443;dízel;3;jobb;true
Volvo;960;1994;Teal;1G6DG1E3XE0940466;RFP-814;elektromos;5;jobb;true
Mercedes-Benz;W201;1986;Violet;5TDBK3EH0AS445257;ZEJ-210;elektromos;3;jobb;true
Jaguar;XJ Series;2003;Indigo;2HNYD18202H502020;JHH-138;dízel;3;bal;true
GMC;Rally Wagon 3500;1993;Orange;1GTN1TEH0EZ887718;LZA-872;elektromos;5;jobb;true
Toyota;Solara;2001;Violet;WBAXH5C57CC493686;ULX-295;dízel;3;jobb;false
Jaguar;XJ;2006;Orange;WBADT63422C176203;BQO-240;elektromos;3;bal;false
Lamborghini;Diablo;1992;Violet;WAUYGAFC7DN022265;NMB-215;dízel;5;jobb;true
Mitsubishi;Tredia;1986;Aquamarine;WBAKF5C52DE899848;WJB-019;dízel;3;jobb;true
Toyota;TundraMax;2008;Aquamarine;5J6YH1H30BL971172;VCX-151;benzin;3;jobb;true
Mercedes-Benz;C-Class;2010;Crimson;2G4GT5GX1F9551361;RQR-177;elektromos;5;bal;false
BMW;M Roadster;2007;Violet;WDDGF4HB4DR537374;YMX-118;elektromos;5;jobb;true
Mercury;Topaz;1986;Red;WVWAN7AN5DE704048;ZKC-673;benzin;5;jobb;true
BMW;X3;2012;Fuscia;WAUEH64B61N388933;EBM-589;dízel;5;bal;true
Mercury;Villager;2000;Blue;SAJWA4EC7BM413208;DKT-217;benzin;3;bal;false
Ford;Econoline E250;2001;Violet;2C3CDZAT8FH524441;KOJ-156;dízel;3;bal;true
GMC;Sierra 1500;2012;Violet;WBAGH03421D067146;MEY-235;dízel;3;bal;false
Ford;F150;1995;Violet;YV140MEB4F1829279;QRY-332;elektromos;3;jobb;true
Pontiac;Daewoo Kalos;2006;Crimson;1G4GJ5E39DF638323;ZNQ-451;benzin;5;bal;true
Aston Martin;Vanquish S;2005;Violet;JHMZF1C61DS307603;XNS-743;dízel;3;bal;false
Toyota;Land Cruiser;1992;Goldenrod;19XFB4F22DE525496;FHZ-679;benzin;3;jobb;false
Suzuki;Forenza;2005;Blue;3TMJU4GN4AM630023;TJB-889;dízel;3;jobb;true
Acura;NSX;1992;Teal;19UUA66236A522829;WQB-019;dízel;5;bal;false
GMC;Safari;2003;Purple;1FTEW1C86AK094688;STP-397;dízel;5;jobb;false
BMW;750;2006;Mauv;1GYUKBEF2AR017457;WZZ-100;benzin;5;jobb;true
Jeep;Wrangler;1995;Teal;1D4RD4GG0BC715001;MVC-446;elektromos;3;bal;true
Ford;Escape;2013;Teal;JN8AZ1MU2DW118927;OZL-584;dízel;5;jobb;true
GMC;Savana 3500;2010;Green;WAUEH98E87A501738;JRB-472;benzin;5;bal;false
Porsche;968;1994;Blue;WBAKF3C51DJ019380;NWP-263;benzin;5;jobb;true
Pontiac;Firebird;1997;Violet;1B3CB1HA1AD497288;PAU-652;benzin;5;jobb;true
Toyota;Corolla;2004;Fuscia;19VDE1F37EE050816;HFD-410;elektromos;5;bal;true
Pontiac;Bonneville;2005;Yellow;1N6AF0KY6FN498848;QNG-153;benzin;5;jobb;true
Mazda;929;1992;Teal;WBACN33461L249530;YGI-455;dízel;5;bal;false
Dodge;Grand Caravan;1992;Green;WAUVT68E35A787296;IAF-922;dízel;5;bal;false
Pontiac;Firefly;1984;Indigo;1G6DX67D280600008;MES-917;elektromos;5;jobb;true
Toyota;Camry;2006;Pink;1GYUKFEJXAR334348;XRZ-595;elektromos;3;jobb;false
Mitsubishi;GTO;1995;Puce;1G4GB5GR2FF846383;IRT-510;dízel;5;bal;true
Volvo;C70;1998;Green;5TFAW5F13EX914368;HCL-745;dízel;5;jobb;false
Mercedes-Benz;GL-Class;2010;Aquamarine;WAUBFAFL0DN311321;AQU-663;elektromos;3;bal;true
Pontiac;Grand Prix;1986;Orange;JH4DB76531S898508;QWV-867;elektromos;3;jobb;true
Jeep;Wrangler;2000;Red;1G6DJ5E32C0341616;ABD-056;dízel;5;jobb;true
Ford;Econoline E150;1996;Mauv;WVGAV7AX3AW107953;BHP-348;dízel;3;bal;false
Chevrolet;Colorado;2009;Aquamarine;TRUXD38J891734948;NRA-861;elektromos;5;jobb;true
Lincoln;Town Car;2006;Red;WVGAV3AXXDW201034;DWJ-769;dízel;3;jobb;false
Buick;LeSabre;1987;Maroon;WBAAV33431F785440;ZXF-559;elektromos;5;jobb;false
Oldsmobile;Ciera;1992;Yellow;5TDBM5G11CS969946;PQH-544;benzin;5;bal;false
Mercedes-Benz;C-Class;2003;Turquoise;3N1CN7AP1FL190960;AQN-186;benzin;3;bal;true
Volkswagen;rio;2001;Purple;SCFFDCCD1BG475294;DQH-296;benzin;5;bal;false
Nissan;Pathfinder;2001;Violet;SCFBB04C89G173195;ZQE-469;elektromos;3;jobb;true
Hummer;H1;2002;Aquamarine;ZFBCFACH3FZ690305;EJR-092;benzin;5;jobb;true
Isuzu;i-290;2007;Indigo;WBABS33403J089907;YAV-292;dízel;3;jobb;true
Chevrolet;3500;2000;Turquoise;WBAWV13527P622199;LCO-257;dízel;5;jobb;false
Chevrolet;Express 2500;2002;Violet;WBALZ3C50CC589613;WOH-979;dízel;3;bal;false
Cadillac;SRX;2004;Puce;3CZRE3H36BG673621;UNH-916;benzin;3;bal;false
Chrysler;Town & Country;2001;Maroon;2C3CDXDT3DH332860;TLP-163;benzin;5;jobb;true
Honda;Civic;1991;Blue;1FTMF1E81AK415660;DLH-014;elektromos;3;bal;false
Porsche;911;1988;Maroon;1GYS3JEF6CR992044;XQL-984;dízel;3;jobb;false
Chevrolet;HHR;2009;Goldenrod;1GD22ZCG9CZ186021;GCA-960;benzin;5;jobb;false
BMW;6 Series;2007;Khaki;1FTMF1CW6AK983727;KDQ-520;dízel;5;jobb;false
Ford;Escape;2001;Orange;WBAEA53538C754315;MDJ-410;benzin;5;bal;false
Porsche;Boxster;1999;Goldenrod;1G4GD5GD8BF674305;LWW-181;dízel;5;jobb;true
Lexus;RX;2009;Blue;JN8AF5MV2FT469060;GOW-210;elektromos;3;jobb;false
Saab;900;1990;Goldenrod;5FNYF3H34FB403135;FUH-562;benzin;3;bal;false
Jeep;Wrangler;1995;Goldenrod;4JGBF2FE2BA064619;OGZ-484;benzin;3;bal;true
Mercedes-Benz;300SD;1992;Puce;2T1BURHE8FC662067;JRC-685;benzin;5;jobb;true
BMW;X6;2009;Khaki;5TDBW5G1XES801350;FYD-652;elektromos;3;jobb;true
Land Rover;Discovery;2000;Yellow;ZFBCFABHXEZ311008;TBL-617;dízel;5;jobb;false
Cadillac;Eldorado;1998;Pink;WBA4A5C54FD717194;YVO-255;benzin;5;jobb;false
Ford;Aerostar;1987;Puce;5GAKVBED5CJ533303;USD-700;benzin;5;bal;true
Lexus;GX;2007;Violet;WBA1J9C52FV527799;EZW-247;elektromos;5;bal;true
Dodge;Viper;2010;Blue;1C3CCBBB1DN693365;IIG-077;elektromos;5;jobb;false
Lotus;Elan;1991;Puce;1GYFK66897R601587;CAE-925;elektromos;5;bal;true
Cadillac;Seville;2001;Khaki;WBAAV53401J254608;CWD-758;benzin;3;jobb;true
Audi;S5;2008;Maroon;3C3CFFDR8CT084149;NHF-834;elektromos;3;bal;true
Jensen;Interceptor;1967;Khaki;WAUFFAFL3DN549469;MTJ-253;elektromos;5;bal;true
Lincoln;Town Car;2011;Maroon;WBSDE93462C233493;PPQ-976;dízel;3;jobb;true
Hummer;H1;1993;Pink;5UXFB33573L765155;GCO-216;dízel;3;bal;false
Hyundai;Elantra;2004;Orange;WA1CFBFP7BA468049;SRA-231;dízel;3;bal;true
Chevrolet;Corvette;1978;Red;KL4CJASB9EB723611;XID-557;dízel;5;bal;false
BMW;8 Series;1996;Khaki;WBAFR9C52BC085384;IWS-442;benzin;5;jobb;false
Mercedes-Benz;C-Class;2002;Indigo;2G61L5S31F9485606;DFG-984;benzin;3;jobb;false
GMC;Savana 2500;2005;Mauv;WDDEJ7GBXDA701279;ELG-976;dízel;5;bal;true
Suzuki;Sidekick;1997;Indigo;WDDGF4HB4EG980539;LCY-857;dízel;5;jobb;false
Buick;Rainier;2007;Red;2HKRM3H34DH916815;PFY-060;elektromos;3;bal;true
Nissan;Maxima;1994;Maroon;1G6DU6ED3B0482635;SPW-033;elektromos;5;jobb;false
GMC;Savana 3500;2006;Goldenrod;1N6AF0LX0EN126183;HZR-179;benzin;5;jobb;false
Chevrolet;Corvette;1997;Puce;SCBBP9ZA5BC885319;LNH-610;dízel;3;jobb;true
Ford;E250;2003;Pink;WBA3X9C56FD497204;JRR-794;benzin;5;jobb;false
Mazda;Tribute;2003;Turquoise;3C4PDDBG8DT401163;JXQ-407;benzin;3;jobb;true
Toyota;Avalon;2007;Orange;YV126MEC8F1342908;VFQ-105;elektromos;3;jobb;false
Mercedes-Benz;CL-Class;2002;Indigo;SALCR2BG1FH858668;YEG-584;elektromos;5;jobb;true
Isuzu;Trooper;1993;Crimson;1GD12XEG3FF040412;GFB-538;elektromos;3;jobb;true
Toyota;Tacoma;2011;Indigo;JTEBU5JR6F5404760;NCS-803;benzin;5;bal;true
Chevrolet;Silverado;2003;Mauv;5FRYD4H26GB015424;WOM-357;dízel;5;jobb;false
Dodge;Caravan;2005;Khaki;JTEBU5JR0F5637372;TVZ-479;benzin;3;bal;false
BMW;325;2005;Goldenrod;WAUDFAFL8DA977049;BCA-962;dízel;3;jobb;false
GMC;Sonoma;2004;Orange;KNDJN2A26E7468900;BDH-848;dízel;3;bal;true
BMW;1 Series;2010;Red;JN1CV6FE1AM392410;PBF-470;elektromos;3;bal;false
Mazda;323;1995;Aquamarine;2G4WF521531443180;YOE-486;elektromos;3;bal;false
Suzuki;Esteem;1997;Turquoise;WBAEV53403K838750;ARQ-594;elektromos;3;bal;true
Ford;Taurus;1989;Crimson;WDDDJ7CB9BA333112;JSX-735;benzin;3;jobb;false
Toyota;RAV4;2002;Yellow;1N6AA0CC5CN761361;SKO-407;benzin;5;bal;false
Toyota;RAV4;2004;Maroon;1G4GC5GR2CF530510;BBL-452;benzin;5;bal;false
Porsche;911;1997;Fuscia;WBAYB6C57FG330433;KVW-680;elektromos;5;bal;false
Acura;Legend;1989;Crimson;WVGFF9BPXBD542771;WLC-006;benzin;3;jobb;false
Ford;Courier;1987;Pink;WAUMFAFL3DA924422;MRN-879;dízel;3;jobb;true
Mercedes-Benz;400SEL;1993;Puce;KMHTC6AD2CU541200;SCI-846;benzin;3;jobb;false
Chevrolet;Corvette;1986;Puce;JTMHY7AJ0D4808262;IRY-583;elektromos;3;bal;false
Ford;Mustang;1990;Khaki;KL4CJFSB7DB853981;DTA-050;dízel;5;jobb;false
Toyota;Echo;2004;Green;3VW4T7AT7DM376494;UGL-039;elektromos;5;jobb;true
Nissan;200SX;1995;Fuscia;1G4HA5EM8AU970385;YBQ-259;elektromos;5;bal;false
BMW;7 Series;2012;Blue;1D7RV1GT9AS599331;ZKT-937;dízel;3;jobb;true
Dodge;Ram 1500 Club;1996;Mauv;WBA3B3G5XDN583452;MFR-117;benzin;3;jobb;false
BMW;6 Series;1989;Goldenrod;2C4RDGBG0DR807077;WRL-127;elektromos;5;jobb;false
Mitsubishi;Mighty Max;1996;Khaki;WA1YL64B54N601478;UVV-350;dízel;3;jobb;true
BMW;7 Series;1992;Violet;5UMDU93557L155746;WWZ-154;dízel;3;jobb;false
Mercury;Mountaineer;2009;Fuscia;1G6DM1E32C0483951;WJK-646;dízel;3;jobb;true
Toyota;Sienna;2008;Maroon;5N1AN0NW9EN245551;GES-275;benzin;5;bal;true
Subaru;Impreza;1994;Pink;WAUFFAFM8CA606926;WQU-634;benzin;5;jobb;true
Plymouth;Prowler;1997;Red;WBAWL73567P818493;VWE-551;elektromos;3;jobb;true
Kia;Sportage;2010;Mauv;2G4GK5EX7F9527362;VZC-734;dízel;5;bal;true
Nissan;Sentra;1998;Crimson;WA1WMAFE1CD716789;KXZ-261;elektromos;5;jobb;false
Acura;TL;1996;Crimson;2T1BU4EE5DC224031;SDG-359;dízel;3;jobb;false
Mazda;B-Series;2009;Maroon;WAUMFAFR1FA235065;BUL-570;benzin;3;bal;true
GMC;2500;1993;Puce;WBA3R1C50EK141689;BJM-425;dízel;3;jobb;true
Acura;RL;2005;Teal;3D4PH5FVXAT267029;CIO-827;elektromos;3;jobb;false
GMC;2500;1999;Violet;5N1AA0NC9EN893103;SWC-986;dízel;5;bal;false
Mitsubishi;3000GT;1998;Crimson;1FBNE3BL9CD230442;XUV-746;dízel;3;bal;false
Chevrolet;Express 3500;2009;Indigo;1FTKR1AD2AP882462;TEQ-854;dízel;5;bal;true
Lotus;Esprit;1992;Violet;SCFEBBBK6BG348228;NLJ-935;benzin;3;jobb;true
Buick;Coachbuilder;1992;Green;1D7RW3BK8AS092914;XIN-348;elektromos;3;bal;false
Infiniti;Q;2002;Orange;WBAEP33485P104815;SOX-963;elektromos;3;bal;false
Chevrolet;Express 1500;2010;Mauv;WA1WGAFP2EA138764;XRY-780;elektromos;5;jobb;false
Cadillac;Brougham;1992;Indigo;WBADX1C58DJ217271;SMY-341;dízel;3;bal;false
Chrysler;Concorde;1993;Turquoise;YV4852CZ6A1803155;OAW-560;dízel;3;bal;true
Hyundai;Tiburon;2006;Violet;5N1AN0NW8EN491619;REN-051;dízel;3;jobb;true
Aston Martin;DBS;2012;Mauv;WAUEG74F86N551391;TJR-764;benzin;5;jobb;true
Mitsubishi;Pajero;2005;Yellow;1FMCU0E71AK354552;OPP-129;dízel;5;jobb;false
Infiniti;FX;2007;Green;WBA3B1C54DF145580;XBC-881;elektromos;5;jobb;true
Toyota;Yaris;2007;Blue;5J8TB4H36DL681834;DDR-356;elektromos;3;bal;false
Volkswagen;Cabriolet;2001;Khaki;WBA3D3C57EK793073;EZX-060;dízel;3;bal;true
Lotus;Esprit;2004;Khaki;1FAHP3DN1AW237798;AJG-557;elektromos;5;bal;false
Mercedes-Benz;G-Class;2012;Violet;WAUXU64B53N302471;RUJ-848;dízel;5;bal;false
Audi;RS4;2007;Teal;WAUKFBFLXEN643872;OWS-193;benzin;3;jobb;true
Pontiac;Bonneville;2004;Turquoise;3N1AB6AP8BL613683;SNX-986;elektromos;3;jobb;true
Chevrolet;Camaro;1996;Blue;WBA6B8C51ED483957;ETA-960;dízel;3;jobb;true
Mitsubishi;Eclipse;2010;Pink;1G6AA5RX2E0614329;BUC-144;benzin;5;jobb;false
GMC;Sierra Denali;2006;Green;WP0CB2A81CS875751;RDE-638;dízel;3;jobb;true
Chevrolet;Corvette;1962;Purple;WAURGAFD8EN291955;JHQ-305;elektromos;3;jobb;true
Toyota;Xtra;1992;Indigo;19UUA9E51EA565755;XAL-478;benzin;3;jobb;true
Fillmore;Fillmore;1960;Maroon;1C3CDFBA4DD543509;QCA-417;dízel;3;jobb;false
Mercury;Marquis;1986;Indigo;WBA3T3C54FP261089;ELR-319;elektromos;5;jobb;true
Kia;Sportage;2002;Fuscia;WP0AA2A9XDS800521;RZE-718;dízel;3;jobb;true
Ford;Probe;1991;Purple;5N1AZ2MH6FN388851;QWY-670;benzin;3;bal;false
GMC;3500 Club Coupe;1995;Yellow;2HKRM3H38EH832014;XYY-796;elektromos;5;jobb;true
Kia;Amanti;2005;Purple;1FTMF1E88AK753217;FLU-678;elektromos;5;bal;false
Jeep;Liberty;2009;Goldenrod;2HNYD2H26AH958222;RKC-015;benzin;3;bal;false
GMC;Savana 3500;1996;Khaki;1NXBE4EE3AZ849647;EGL-942;dízel;3;bal;true
Oldsmobile;88;1998;Mauv;WVWED7AJ4BW142362;HYU-996;elektromos;3;bal;true
Pontiac;Firebird;2000;Aquamarine;1FTEW1C86AK559650;JJS-541;benzin;3;bal;false
Chevrolet;Suburban 1500;2002;Blue;JM1BL1K59B1969646;YAV-989;elektromos;3;jobb;false
Jeep;Grand Cherokee;2003;Crimson;1J4PN2GK9BW390335;DXG-265;elektromos;3;bal;true
Oldsmobile;Custom Cruiser;1992;Fuscia;WA1CGAFE2DD381702;JDC-964;dízel;3;bal;false
Mitsubishi;Mighty Max;1993;Purple;WBABN33471J441580;PQA-980;benzin;5;bal;false
Ford;Bronco;1984;Orange;WAUWFBFL5BA446452;IAD-025;dízel;3;jobb;true
Mazda;MX-3;1996;Teal;WVGAV7AX6CW887675;VKG-745;benzin;5;jobb;false
Oldsmobile;98;1995;Violet;WAUBF78E97A370462;DDZ-225;elektromos;5;bal;true
Volkswagen;Golf;2011;Yellow;WA1LMAFE3CD233968;RNO-715;benzin;5;bal;true
Mercury;Topaz;1993;Purple;WAUEFAFL4CN942049;YMB-790;dízel;3;bal;false
Ford;F150;2001;Pink;5TFCY5F16DX708267;ALH-310;elektromos;5;jobb;false
Dodge;Stratus;2004;Pink;YV1672MC7BJ792614;MRE-463;dízel;5;jobb;false
Chevrolet;Equinox;2008;Puce;SCFFBCBD9AG214968;VFH-019;elektromos;5;jobb;true
Mitsubishi;Eclipse;1998;Pink;1GD12YEG5FF890760;KFT-921;benzin;3;jobb;false
Toyota;Supra;1995;Teal;WBA8Z5C54FG489951;VNP-819;elektromos;3;bal;false
Toyota;Yaris;2011;Blue;WAUBFAFL0BN832200;AFK-212;dízel;3;jobb;true
Nissan;Pathfinder;1992;Yellow;SCFAD01A37G500950;DKU-969;elektromos;3;jobb;true
Pontiac;6000;1983;Yellow;WBA3B5C56EP677125;YBB-504;elektromos;5;jobb;false
Pontiac;Sunbird;1994;Fuscia;WBA3B5C58DP510618;REK-688;benzin;3;bal;true
Chrysler;PT Cruiser;2001;Orange;WAUVT58E95A729980;XYY-682;dízel;3;jobb;false
GMC;Envoy;2008;Khaki;WAUKF78E85A812113;EVY-317;benzin;3;jobb;false
